,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,updated_github_id
199,larray,xerial/larray,toolkits,https://github.com/xerial/larray,https://github.com/xerial/larray,Apache-2.0,2013-03-18 01:19:50,2022-11-30 18:43:55,2022-11-25 09:52:48,465.0,,43.0,22.0,26.0,26.0,33.0,404,2016-12-14 04:07:48,0.4.0,,,3.0,Large off-heap arrays and mmap files for Scala and Java.,,,11.0,15,False,3,,,,,,,
200,splain,tek/splain,sbt,https://github.com/tek/splain,https://github.com/tek/splain,MIT,2016-12-18 00:02:41,2025-07-16 22:07:48,2025-07-16 20:53:50,364.0,,28.0,7.0,56.0,9.0,59.0,371,2025-07-16 20:49:58,Release/1.1.0-2.13.16,838.0,8.0,52.0,better implicit errors for scala.,,,21.0,15,True,3,,,,,,,
201,tsec,jmcardon/tsec,sec,https://github.com/jmcardon/tsec,https://github.com/jmcardon/tsec,MIT,2017-08-04 20:25:11,2021-11-26 17:57:19,2021-08-24 04:44:55,841.0,,55.0,9.0,332.0,65.0,55.0,352,2019-04-23 03:46:29,0.1.0,,,11.0,Type-safe general-cryptography library - https://jmcardon.github.io/tsec/.,,,30.0,15,False,3,['scala3'],,,,,,
202,scala-guice,codingwell/scala-guice,di,https://github.com/codingwell/scala-guice,https://github.com/codingwell/scala-guice,Apache-2.0,2012-03-17 06:02:25,2023-05-13 19:14:00,2023-05-13 19:14:00,278.0,,44.0,12.0,45.0,12.0,50.0,341,2023-03-12 18:12:58,5.1.1,,,8.0,Scala extensions for Google Guice.,,,26.0,15,False,2,['scala3'],,,,,,
203,scala-activerecord,aselab/scala-activerecord,db-clients,https://github.com/aselab/scala-activerecord,https://github.com/aselab/scala-activerecord,MIT,2012-04-10 04:26:31,2021-01-08 00:05:38,2021-01-08 00:05:30,513.0,,27.0,34.0,12.0,20.0,62.0,322,2020-10-07 00:17:01,0.6.1,,,8.0,ActiveRecord-like ORM library for Scala.,,,9.0,15,False,3,,,,,,,
204,each,ThoughtWorksInc/each,toolkits,https://github.com/ThoughtWorksInc/each,https://github.com/ThoughtWorksInc/each,Apache-2.0,2015-05-05 07:27:00,2024-08-19 21:12:41,2023-02-03 06:45:06,739.0,,26.0,26.0,167.0,20.0,28.0,256,2023-02-03 06:24:22,3.3.2,,,3.0,A macro library that converts native imperative syntax to scalazs monadic expressions.,,,15.0,15,False,3,['scalajs'],,,,,,
205,Dsl.scala,ThoughtWorksInc/Dsl.scala,toolkits,https://github.com/ThoughtWorksInc/Dsl.scala,https://github.com/ThoughtWorksInc/Dsl.scala,Apache-2.0,2017-10-14 01:21:02,2025-01-05 00:29:14,2024-05-23 03:55:58,1823.0,,29.0,23.0,697.0,26.0,18.0,256,2023-01-26 02:47:03,2.0.0,,,17.0,A framework to create embedded Domain-Specific Languages in Scala.,,,5.0,15,True,3,"['scala3', 'scalajs']",,,,,,
206,cats-parse,typelevel/cats-parse,parsers,https://github.com/typelevel/cats-parse,https://github.com/typelevel/cats-parse,MIT,2020-10-30 21:53:24,2025-10-10 00:42:22,2025-09-11 18:39:28,516.0,2.0,54.0,11.0,585.0,23.0,74.0,243,2024-12-11 17:33:56,1.1.0,,,16.0,A parsing library for the cats ecosystem.,,,46.0,15,True,2,"['scala3', 'scalajs']",,,,,,
207,sbt-pgp,sbt/sbt-pgp,sbt,https://github.com/sbt/sbt-pgp,https://github.com/sbt/sbt-pgp,,2011-09-08 15:58:10,2025-09-30 08:40:49,2025-09-30 08:40:49,390.0,11.0,55.0,5.0,112.0,19.0,97.0,149,2024-12-10 14:48:36,2.3.1,,,17.0,PGP plugin for sbt.,,,36.0,15,False,3,,,,,,,
208,zio-elasticsearch,lambdaworks/zio-elasticsearch,db-clients,https://github.com/lambdaworks/zio-elasticsearch,https://github.com/lambdaworks/zio-elasticsearch,Apache-2.0,2022-08-07 09:04:07,2025-10-13 22:08:03,2025-10-13 22:05:16,621.0,32.0,20.0,12.0,647.0,13.0,38.0,60,2024-06-04 22:31:56,0.4.0,,,4.0,ZIO Elasticsearch is a type-safe and streaming-friendly ZIO native Elasticsearch client.,,,21.0,15,True,3,"['zio', 'scala3']",io.lambdaworks:zio-elasticsearch_3,https://search.maven.org/artifact/io.lambdaworks/zio-elasticsearch_3,2024-06-04 22:31:56,,,
209,scala-redis,debasishg/scala-redis,db-clients,https://github.com/debasishg/scala-redis,https://github.com/debasishg/scala-redis,,2009-12-31 06:31:15,2023-01-25 21:39:14,2021-12-19 15:12:11,485.0,,219.0,59.0,150.0,78.0,82.0,1019,2021-11-02 15:19:32,3.42,,,11.0,"A scala library for connecting to a redis server, or a cluster of redis nodes using consistent hashing on the client..",,,72.0,14,False,3,,,,,,,
210,scalatags,com-lihaoyi/scalatags,templating,https://github.com/com-lihaoyi/scalatags,https://github.com/com-lihaoyi/scalatags,MIT,2012-11-01 21:35:17,2025-07-11 01:21:23,2025-07-11 01:21:23,613.0,,117.0,36.0,144.0,39.0,111.0,766,,,,,,ScalaTags is a small XML/HTML construction library for Scala.,,,62.0,14,True,3,"['scala3', 'scalajs']",,,,,,
211,sbt-android,scala-android/sbt-android,others,https://github.com/scala-android/sbt-android,https://github.com/scala-android/sbt-android,,2012-02-24 04:11:36,2020-12-03 18:44:05,2019-10-18 20:27:53,1284.0,,94.0,56.0,77.0,22.0,253.0,743,,,,,,An easy-to-use sbt plugin for working with all Android projects.,,,35.0,14,False,2,,,,,,,
212,parboiled2,sirthias/parboiled2,parsers,https://github.com/sirthias/parboiled2,https://github.com/sirthias/parboiled2,,2013-04-18 10:48:21,2025-10-13 21:55:41,2025-10-13 21:55:41,1047.0,19.0,86.0,26.0,482.0,36.0,121.0,717,,,,,,A macro-based PEG parser generator for Scala 2.10+.,,,38.0,14,False,3,"['scala3', 'scalajs']",,,,,,
213,scala-csv,tototoshi/scala-csv,csv-yaml,https://github.com/tototoshi/scala-csv,https://github.com/tototoshi/scala-csv,,2012-03-08 17:02:19,2025-10-09 09:22:45,2025-10-09 09:22:44,553.0,16.0,141.0,27.0,266.0,30.0,68.0,703,,,,,,CSV Reader/Writer for Scala.,,,35.0,14,False,2,['scala3'],,,,,,
214,cask,com-lihaoyi/cask,web-frameworks,https://github.com/com-lihaoyi/cask,https://github.com/com-lihaoyi/cask,,2018-07-20 00:48:20,2025-09-04 01:33:26,2025-09-04 01:33:26,351.0,1.0,65.0,11.0,98.0,10.0,63.0,572,2025-02-02 12:25:01,0.9.7,9695.0,112.0,85.0,"Cask: a Scala HTTP micro-framework. Cask makes it easy to set up a website, backend server, or REST API using Scala.",,,24.0,14,False,3,"['scala3', 'scalajs']",,,,,,
215,atto,tpolecat/atto,parsers,https://github.com/tpolecat/atto,https://github.com/tpolecat/atto,MIT,2013-09-04 20:34:40,2024-08-19 21:17:45,2022-07-07 03:03:10,588.0,,58.0,11.0,389.0,19.0,12.0,358,2021-05-14 18:36:22,0.9.5,,,2.0,friendly little parsers.,,,31.0,14,False,3,"['scala3', 'scalajs']",,,,,,
216,kantan.csv,nrinaudo/kantan.csv,csv-yaml,https://github.com/nrinaudo/kantan.csv,https://github.com/nrinaudo/kantan.csv,Apache-2.0,2015-07-22 06:51:22,2025-04-12 07:30:38,2025-04-12 07:30:37,1040.0,,37.0,8.0,231.0,54.0,134.0,348,2019-06-04 07:25:39,0.5.1,,,12.0,CSV handling library for Scala.,,,11.0,14,True,2,['scalajs'],,,,,,
217,scaldi,scaldi/scaldi,di,https://github.com/scaldi/scaldi,https://github.com/scaldi/scaldi,Apache-2.0,2010-05-17 17:14:02,2024-08-13 03:47:38,2022-06-08 15:18:06,506.0,,24.0,6.0,227.0,23.0,49.0,290,2021-07-27 19:27:16,0.6.2,,,16.0,Lightweight Scala Dependency Injection Library.,,,13.0,14,False,3,,,,,,,
218,hamsters,scala-hamsters/hamsters,toolkits,https://github.com/scala-hamsters/hamsters,https://github.com/scala-hamsters/hamsters,Apache-2.0,2016-04-18 13:12:24,2020-12-19 17:54:15,2020-02-25 09:53:53,587.0,,23.0,21.0,70.0,6.0,61.0,289,,,,,,A mini Scala utility library.,,,24.0,14,False,3,['scalajs'],,,,,,
219,scalaprops,scalaprops/scalaprops,test,https://github.com/scalaprops/scalaprops,https://github.com/scalaprops/scalaprops,MIT,2015-05-05 03:19:11,2025-10-13 21:58:33,2025-10-13 21:58:31,1356.0,18.0,21.0,12.0,521.0,10.0,12.0,278,,,,,,property based testing library for Scala.,,,12.0,14,True,3,"['scala3', 'scalajs']",,,,,,
220,sbt-dependency-check,albuch/sbt-dependency-check,sbt,https://github.com/albuch/sbt-dependency-check,https://github.com/albuch/sbt-dependency-check,Apache-2.0,2016-01-12 09:14:44,2025-10-11 06:28:24,2025-10-11 06:25:20,626.0,1.0,47.0,10.0,250.0,4.0,86.0,270,2023-03-05 11:31:58,5.1.0,,,46.0,SBT Plugin for OWASP DependencyCheck. Monitor your dependencies and report if there are any publicly known..,,,18.0,14,True,3,,,,,,,
221,scalajs-angular,greencatsoft/scalajs-angular,scala-js,https://github.com/greencatsoft/scalajs-angular,https://github.com/greencatsoft/scalajs-angular,Apache-2.0,2014-07-20 06:46:33,2021-01-18 09:51:02,2021-01-18 09:49:36,349.0,,43.0,24.0,60.0,18.0,39.0,259,2015-02-04 12:43:03,0.3,,,2.0,AngularJS Binding for Scala.js.,,,18.0,14,False,3,['scalajs'],,,,,,
222,chaos,mesosphere/chaos,web-frameworks,https://github.com/d2iq-archive/chaos,https://github.com/d2iq-archive/chaos,Apache-2.0,2013-06-25 14:53:40,2019-04-15 12:17:35,2019-04-15 12:17:21,224.0,,36.0,146.0,52.0,12.0,15.0,252,2017-04-05 09:50:47,0.8.8,,,1.0,A lightweight framework for writing REST services in Scala.,,,21.0,14,False,3,,,,,,,d2iq-archive/chaos
223,scalajs-bundler,scalacenter/scalajs-bundler,scala-js,https://github.com/scalacenter/scalajs-bundler,https://github.com/scalacenter/scalajs-bundler,,2016-09-21 12:18:53,2025-10-11 00:19:24,2023-12-08 16:37:37,548.0,,103.0,21.0,296.0,97.0,134.0,238,2022-11-14 16:00:20,0.21.1,,,13.0,,,,51.0,14,False,3,,,,,,,
224,fansi,com-lihaoyi/fansi,others,https://github.com/com-lihaoyi/fansi,https://github.com/com-lihaoyi/fansi,,2016-05-26 00:43:32,2025-10-15 13:46:29,2025-10-15 13:46:29,148.0,3.0,25.0,5.0,108.0,19.0,17.0,231,2025-07-26 03:29:07,0.5.1,,,8.0,Scala/Scala.js library for manipulating Fancy Ansi colored strings.,,,16.0,14,False,2,"['scala3', 'scalajs']",,,,,,
225,scrypto,input-output-hk/scrypto,sec,https://github.com/input-output-hk/scrypto,https://github.com/input-output-hk/scrypto,CC0-1.0,2015-12-22 17:38:21,2025-03-18 10:41:33,2025-03-17 20:29:24,1041.0,,49.0,21.0,94.0,4.0,19.0,205,2025-03-18 10:41:33,3.1.0,,,11.0,Cryptographic primitives for Scala.,,,26.0,14,False,3,['scalajs'],,,,,,
226,Remora,zalando-incubator/remora,distributed,https://github.com/zalando-incubator/remora,https://github.com/zalando-incubator/remora,MIT,2017-04-20 16:57:05,2022-09-29 17:13:59,2022-09-29 17:13:59,142.0,,31.0,15.0,62.0,6.0,31.0,199,2022-06-09 14:45:31,2.0.0,,,10.0,"Kafka consumer lag-checking application for monitoring, written in Scala and Akka HTTP; a wrap around the Kafka..",,,29.0,14,False,3,,,,,,,
227,iteratee,travisbrown/iteratee,reactive,https://github.com/travisbrown/iteratee,https://github.com/travisbrown/iteratee,Apache-2.0,2015-09-09 02:17:38,2024-08-15 20:41:07,2021-10-11 13:01:45,1019.0,,17.0,3.0,673.0,40.0,23.0,183,2021-06-09 12:56:34,0.20.0,,,31.0,Iteratees for Cats.,,,29.0,14,False,2,"['scala3', 'scalajs']",,,,,,
228,minitest,monix/minitest,test,https://github.com/monix/minitest,https://github.com/monix/minitest,Apache-2.0,2014-12-16 01:17:08,2024-08-12 23:45:08,2021-11-28 09:54:57,394.0,,34.0,4.0,180.0,12.0,10.0,180,2021-05-13 19:30:08,2.9.6,,,13.0,The super light testing library for Scala and Scala.js.,,,23.0,14,False,3,"['scala3', 'scalajs']",,,,,,
229,nodejs,scalajs-io/nodejs,scala-js,https://github.com/scalajs-io/nodejs,https://github.com/scalajs-io/nodejs,Apache-2.0,2016-04-09 01:52:17,2023-05-20 00:10:23,2019-06-17 23:00:05,209.0,,25.0,14.0,8.0,5.0,14.0,164,2017-10-14 23:09:17,0.4.2,10981.0,96.0,49.0,This project provides Scala.js type-safe bindings for Node.js (current) v8.7.0 and LTS v6.11.4 APIs. The platform..,,,4.0,14,False,3,['scalajs'],,,,,,
230,relate,lucidsoftware/relate,db-clients,https://github.com/lucidsoftware/relate,https://github.com/lucidsoftware/relate,Apache-2.0,2014-05-19 19:18:32,2025-05-13 16:12:32,2025-02-03 21:55:28,325.0,,15.0,40.0,73.0,12.0,13.0,162,2025-01-21 21:34:24,5.1.0,2616.0,21.0,19.0,Performant database access in Scala.,,,19.0,14,True,3,,,,,,,
231,optimus,vagmcs/optimus,sci,https://github.com/vagmcs/Optimus,https://github.com/vagmcs/Optimus,LGPL-3.0,2014-12-23 12:23:36,2025-09-19 09:44:53,2025-09-19 09:44:52,303.0,4.0,28.0,8.0,24.0,1.0,23.0,145,2024-12-02 16:36:01,3.4.5,2133.0,56.0,3.0,Optimus is a mathematical programming library for Scala.,,,10.0,14,True,3,['scala3'],,,,,,
232,rtree2d,plokhotnyuk/rtree2d,others,https://github.com/plokhotnyuk/rtree2d,https://github.com/plokhotnyuk/rtree2d,Apache-2.0,2018-05-07 15:52:10,2025-10-15 19:17:50,2025-10-15 19:17:50,828.0,14.0,11.0,9.0,592.0,8.0,10.0,138,2025-05-18 13:57:40,0.11.14,,,28.0,RTree2D is a 2D immutable R-tree for ultra-fast nearest and intersection queries in plane and spherical coordinates.,,,6.0,14,True,2,"['scala3', 'scalajs']",,,,,,
233,laserdisc,laserdisc-io/laserdisc,db-clients,https://github.com/laserdisc-io/laserdisc,https://github.com/laserdisc-io/laserdisc,MIT,2018-06-05 09:07:12,2025-10-14 19:17:56,2025-09-20 04:50:11,814.0,18.0,14.0,4.0,904.0,16.0,11.0,98,2025-09-09 17:22:26,0.7.5,,,27.0,A Future-free Fs2 native pure FP Redis client.,,,11.0,14,True,3,['scalajs'],,,,,,
234,sttp-oauth2,ocadotechnology/sttp-oauth2,sec,https://github.com/polyvariant/sttp-oauth2,https://github.com/polyvariant/sttp-oauth2,Apache-2.0,2020-12-08 14:03:13,2025-04-25 20:10:05,2025-04-25 20:06:51,485.0,,24.0,8.0,589.0,12.0,23.0,81,2025-04-25 20:07:39,0.20.0,,,36.0,OAuth2 client library implemented in Scala using sttp.,4.0,,15.0,14,True,3,,com.ocadotechnology:sttp-oauth2_2.13,https://search.maven.org/artifact/com.ocadotechnology/sttp-oauth2_2.13,2024-05-12 18:38:37,4.0,,polyvariant/sttp-oauth2
235,scaloid,pocorall/scaloid,others,https://github.com/pocorall/scaloid,https://github.com/pocorall/scaloid,,2012-10-08 05:53:22,2024-06-13 04:46:50,2024-06-13 04:46:44,901.0,,171.0,137.0,58.0,18.0,78.0,2100,2016-03-09 01:14:23,4.2,,,1.0,Scaloid makes your Android code easy to understand and maintain.,,,19.0,13,False,2,,,,,,,
236,Laminar,raquo/Laminar,scala-js,https://github.com/raquo/Laminar,https://github.com/raquo/Laminar,MIT,2017-04-06 06:06:49,2025-04-08 22:21:11,2025-03-26 09:04:42,651.0,,57.0,23.0,52.0,32.0,82.0,809,,,,,,"Simple, expressive, and safe UI library for Scala.js.",,,20.0,13,True,3,"['scala3', 'scalajs']",,,,,,
237,requests-scala,com-lihaoyi/requests-scala,http,https://github.com/com-lihaoyi/requests-scala,https://github.com/com-lihaoyi/requests-scala,,2018-07-19 11:06:17,2025-10-15 13:46:46,2025-10-15 13:46:46,190.0,2.0,87.0,10.0,129.0,31.0,51.0,737,2024-07-22 10:23:03,0.9.0,,,10.0,"A Scala port of the popular Python Requests HTTP client: flexible, intuitive, and straightforward to use.",,,37.0,13,False,3,['scala3'],,,,,,
238,tut,tpolecat/tut,sbt,https://github.com/tpolecat/tut,https://github.com/tpolecat/tut,MIT,2013-10-25 21:41:48,2021-04-12 21:20:42,2021-04-12 21:20:42,454.0,,62.0,17.0,150.0,63.0,52.0,596,,,,,,doc/tutorial generator for scala.,,,38.0,13,False,3,,,,,,,
239,scalameter,scalameter/scalameter,test,https://github.com/scalameter/scalameter,https://github.com/scalameter/scalameter,,2012-11-18 20:56:32,2022-08-22 09:03:55,2022-08-22 09:03:55,798.0,,72.0,28.0,130.0,50.0,65.0,513,,,,,,Microbenchmarking and performance regression testing framework for the JVM platform.,,,49.0,13,False,3,,,,,,,
240,scala-clippy,softwaremill/scala-clippy,sbt,https://github.com/softwaremill/scala-clippy,https://github.com/softwaremill/scala-clippy,Apache-2.0,2015-12-19 20:13:21,2019-03-14 17:25:51,2019-03-14 11:17:52,260.0,,18.0,17.0,29.0,14.0,22.0,311,2019-03-14 17:25:51,0.6.1,,,20.0,Good advice for Scala compiler errors.,,,8.0,13,False,3,,,,,,,
241,banana-rdf,banana-rdf/banana-rdf,others,https://github.com/banana-rdf/banana-rdf,https://github.com/banana-rdf/banana-rdf,,2012-04-30 03:02:56,2023-07-11 15:24:27,2021-10-29 02:29:24,1342.0,,72.0,31.0,194.0,100.0,90.0,297,,,,,,Banana RDF.,,,31.0,13,False,2,['scalajs'],,,,,,
242,op-rabbit,spingo/op-rabbit,others,https://github.com/SpinGo/op-rabbit,https://github.com/SpinGo/op-rabbit,,2015-05-11 02:09:44,2021-10-28 21:40:36,2020-03-07 23:06:30,345.0,,72.0,12.0,59.0,40.0,107.0,233,2018-02-03 17:34:07,2.1.0,,,2.0,The Opinionated RabbitMQ Library for Scala and Akka.,,,38.0,13,False,2,,,,,,,
243,spoiwo,norbert-radyk/spoiwo,csv-yaml,https://github.com/norbert-radyk/spoiwo,https://github.com/norbert-radyk/spoiwo,MIT,2014-01-05 13:42:05,2025-06-14 12:45:59,2025-06-14 12:45:59,258.0,,47.0,13.0,46.0,12.0,21.0,182,,,,,,Scala POI Wrapper for the spreadsheet generation in Excel:.,,,21.0,13,True,3,['scala3'],,,,,,
244,sbt-site,sbt/sbt-site,sbt,https://github.com/sbt/sbt-site,https://github.com/sbt/sbt-site,,2012-05-16 15:10:10,2024-04-06 08:23:48,2024-03-25 13:21:22,437.0,,75.0,15.0,138.0,27.0,54.0,176,2024-04-06 08:23:48,1.7.0,,,19.0,Site generation for sbt.,,,45.0,13,False,3,,,,,,,
245,scredis,Livestream/scredis,db-clients,https://github.com/Livestream/scredis,https://github.com/Livestream/scredis,Apache-2.0,2013-02-27 16:13:18,2018-06-21 20:42:37,2018-06-21 20:42:37,147.0,,16.0,33.0,8.0,1.0,51.0,151,2014-12-16 16:04:30,2.0.6,,,24.0,"Non-blocking, ultra-fast Scala Redis client built on top of Akka IO, used in production at Livestream.",,,7.0,13,False,3,,,,,,,
246,scruid,ing-bank/scruid,db-clients,https://github.com/ing-bank/scruid,https://github.com/ing-bank/scruid,Apache-2.0,2017-07-04 07:59:24,2021-07-04 10:22:44,2021-06-07 15:35:59,252.0,,27.0,14.0,77.0,7.0,31.0,115,2021-06-07 15:35:10,2.5.0,,,15.0,"Scala + Druid: Scruid. A library that allows you to compose queries in Scala, and parse the result back into typesafe..",,,20.0,13,False,3,,,,,,,
247,hepek,sake92/hepek,templating,https://github.com/sake92/hepek,https://github.com/sake92/hepek,Apache-2.0,2018-02-04 18:22:55,2025-04-15 15:50:19,2025-04-15 15:49:01,545.0,,10.0,5.0,314.0,9.0,28.0,110,2025-05-14 09:20:13,0.33.0,,,4.0,Typesafe HTML templates and static site generator in pure Scala.,,,6.0,13,True,3,"['scala3', 'scalajs']",,,,,,
248,sbt-api-mappings,ThoughtWorksInc/sbt-api-mappings,sbt,https://github.com/ThoughtWorksInc/sbt-api-mappings,https://github.com/ThoughtWorksInc/sbt-api-mappings,Apache-2.0,2015-07-10 16:28:55,2025-10-12 00:30:56,2025-03-31 02:45:40,512.0,,17.0,30.0,172.0,14.0,6.0,90,2022-03-19 19:01:11,3.0.2,,,8.0,An Sbt plugin that fills apiMappings for common Scala libraries.,,,12.0,13,True,3,,,,,,,
249,franklin,azavea/franklin,others,https://github.com/azavea/franklin,https://github.com/azavea/franklin,Apache-2.0,2019-11-05 11:43:39,2025-10-13 14:09:51,2025-10-13 14:09:51,1297.0,18.0,18.0,11.0,1750.0,109.0,102.0,83,,,,,,A STAC/OGC API Features Web Service.,,,13.0,13,True,2,,,,,,,
250,finagle-postgres,finagle/finagle-postgres,db-clients,https://github.com/finagle/finagle-postgres,https://github.com/finagle/finagle-postgres,Apache-2.0,2015-03-10 16:01:08,2023-09-05 22:07:32,2021-06-02 20:15:58,486.0,,38.0,7.0,287.0,26.0,25.0,81,2021-04-23 22:46:03,0.13,,,16.0,PostgreSQL protocol support for Finagle.,,,34.0,13,False,3,,,,,,,
251,chronoscala,chronoscala/chronoscala,toolkits,https://github.com/chronoscala/chronoscala,https://github.com/chronoscala/chronoscala,MIT,2016-07-11 17:30:46,2025-09-29 09:48:00,2025-09-28 10:27:09,534.0,4.0,8.0,44.0,264.0,,17.0,68,2025-03-20 09:38:42,2.1.0,,,15.0,A JSR-310 port of nscala_time.,,,10.0,13,True,3,"['scala3', 'scalajs']",,,,,,
252,reactor-scala-extensions,spring-attic/reactor-scala-extensions,reactive,https://github.com/spring-attic/reactor-scala-extensions,https://github.com/spring-attic/reactor-scala-extensions,Apache-2.0,2017-04-18 11:51:30,2022-03-01 19:25:25,2022-03-01 19:25:25,1392.0,,15.0,4.0,42.0,,34.0,52,2020-08-10 14:28:32,0.8.0,,,21.0,A scala extension for Project Reactors Flux and Mono.,,,16.0,13,False,3,,,,,,,
253,dregex,marianobarrios/dregex,env,https://github.com/marianobarrios/dregex,https://github.com/marianobarrios/dregex,BSD-2-Clause,2014-05-20 22:38:39,2025-10-15 13:27:29,2025-10-15 13:26:46,451.0,26.0,5.0,4.0,200.0,1.0,5.0,48,2024-04-06 22:41:19,0.9.0,,,5.0,dregex is a Java library that implements a regular expression engine using deterministic finite automata (DFA). It..,,,6.0,13,True,1,,,,,,,
254,stac4s,stac-utils/stac4s,others,https://github.com/stac-utils/stac4s,https://github.com/stac-utils/stac4s,Apache-2.0,2019-11-23 20:43:52,2025-10-07 20:20:14,2025-10-07 20:20:14,539.0,16.0,10.0,8.0,752.0,20.0,31.0,17,2024-05-13 00:53:22,0.9.1,,,25.0,A Scala library with primitives to build applications using the SpatioTemporal Asset Catalogs specification.,,,16.0,13,True,2,['scalajs'],,,,,,
255,scala.rx,lihaoyi/scala.rx,reactive,https://github.com/lihaoyi/scala.rx,https://github.com/lihaoyi/scala.rx,,2012-09-26 15:18:46,2023-06-10 18:22:22,2022-02-14 22:51:54,323.0,,79.0,53.0,223.0,29.0,55.0,989,,,,,,An experimental library for Functional Reactive Programming in Scala.,,,21.0,12,False,3,['scalajs'],,,,,,
256,sbt-revolver,spray/sbt-revolver,sbt,https://github.com/spray/sbt-revolver,https://github.com/spray/sbt-revolver,Apache-2.0,2011-12-15 10:04:49,2024-10-18 06:08:21,2024-10-18 06:08:20,171.0,,54.0,20.0,34.0,27.0,65.0,862,,,,,,An SBT plugin for dangerously fast development turnaround in Scala.,,,17.0,12,True,3,,,,,,,
257,better-monadic-for,oleg-py/better-monadic-for,sbt,https://github.com/oleg-py/better-monadic-for,https://github.com/oleg-py/better-monadic-for,MIT,2018-03-29 19:47:54,2024-05-07 13:24:27,2021-05-25 08:10:05,80.0,,32.0,21.0,19.0,13.0,27.0,711,,,,,1.0,Desugaring scala `for` without implicit `withFilter`s.,,,10.0,12,False,3,,,,,,,
258,akka-quartz-scheduler,enragedginger/akka-quartz-scheduler,others,https://github.com/enragedginger/akka-quartz-scheduler,https://github.com/enragedginger/akka-quartz-scheduler,,2013-04-13 02:48:41,2023-11-27 09:23:13,2022-07-24 14:56:33,191.0,,113.0,27.0,47.0,10.0,69.0,558,,,,,,Quartz Extension and utilities for cron-style scheduling in Akka.,,,41.0,12,False,3,['scala3'],,,,,,
259,accord,wix-incubator/accord,data,https://github.com/wix-incubator/accord,https://github.com/wix-incubator/accord,,2013-11-13 15:55:53,2022-11-23 10:05:39,2022-11-23 10:05:39,644.0,,55.0,277.0,36.0,24.0,93.0,531,,,,,,Accord: A sane validation library for Scala.,,,12.0,12,False,3,['scalajs'],,,,,,
260,casbah,mongodb/casbah,db-clients,https://github.com/mongodb/casbah,https://github.com/mongodb/casbah,,2010-10-29 18:39:30,2022-01-20 16:56:00,2022-01-20 16:55:58,1108.0,,128.0,60.0,64.0,7.0,,513,,,,,,Casbah is now officially end-of-life (EOL).,,,36.0,12,False,3,,,,,,,
261,salat,salat/salat,db-clients,https://github.com/salat/salat,https://github.com/salat/salat,,2011-01-12 16:54:23,2019-03-03 13:32:54,2019-03-03 13:32:53,877.0,,106.0,54.0,82.0,35.0,98.0,487,,,,,,Salat is a simple serialization library for case classes.,,,43.0,12,False,3,,,,,,,
262,scala-stm,nbronson/scala-stm,others,https://github.com/nbronson/scala-stm,https://github.com/nbronson/scala-stm,BSD-3-Clause,2010-07-08 23:40:04,2023-04-14 17:30:52,2018-03-14 17:04:15,496.0,,41.0,17.0,20.0,9.0,43.0,252,,,,,,"A library-based Software Transactional Memory (STM) for Scala, coupled with transactional sets and maps.",,,11.0,12,False,3,,,,,,,
263,scala-ssh,sirthias/scala-ssh,others,https://github.com/sirthias/scala-ssh,https://github.com/sirthias/scala-ssh,Apache-2.0,2011-10-28 14:07:59,2021-07-09 08:32:58,2021-07-09 08:32:58,157.0,,52.0,14.0,29.0,19.0,12.0,234,,,,,,Remote shell access via SSH for your Scala applications.,,,22.0,12,False,3,['scala3'],,,,,,
264,squid,epfldata/squid,toolkits,https://github.com/epfldata/squid,https://github.com/epfldata/squid,Apache-2.0,2016-03-08 21:53:00,2024-02-01 08:22:44,2020-11-23 16:20:07,583.0,,14.0,15.0,18.0,17.0,33.0,202,,,,,4.0,Squid type-safe metaprogramming and compilation framework for Scala.,,,6.0,12,False,3,,,,,,,
265,onnx-scala,emergentorder/onnx-scala,sci,https://github.com/EmergentOrder/onnx-scala,https://github.com/EmergentOrder/onnx-scala,AGPL-3.0,2018-08-15 00:20:30,2025-09-29 13:52:55,2025-09-29 13:52:06,1547.0,6.0,9.0,6.0,500.0,2.0,9.0,142,2022-12-22 18:12:39,0.17.0,,,13.0,"An ONNX (Open Neural Network eXchange) API and backend for typeful, functional deep learning and classical machine..",,,4.0,12,True,3,"['scala3', 'scalajs']",,,,,,
266,doddle-model,picnicml/doddle-model,sci,https://github.com/picnicml/doddle-model,https://github.com/picnicml/doddle-model,Apache-2.0,2018-02-09 13:54:54,2024-08-13 01:11:34,2020-03-27 10:19:20,299.0,,23.0,12.0,151.0,34.0,29.0,137,,,,,11.0,doddle-model: machine learning in Scala.,,,8.0,12,False,3,,,,,,,
267,scala-jsonapi,scala-jsonapi/scala-jsonapi,json,https://github.com/scala-jsonapi/scala-jsonapi,https://github.com/scala-jsonapi/scala-jsonapi,MIT,2015-11-09 12:47:14,2018-12-28 12:29:57,2018-06-11 08:54:13,135.0,,24.0,28.0,52.0,16.0,34.0,106,,,,,,"Scala support library for integrating the JSON API spec with Spray, Play! or Circe.",,,21.0,12,False,3,,,,,,,
